,id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx,gold_pc,gold_attack,pc,attack,disability_gold_pc,nationality_gold_pc,pc_empty_gold_pc,race_gold_pc,religion_gold_pc,sex_gold_pc,attack_empty_gold_attack,contempt_gold_attack,dehumanizing_gold_attack,exclusion_gold_attack,inciting_violence_gold_attack,inferiority_gold_attack,mocking_gold_attack,slurs_gold_attack,disability_pc,nationality_pc,pc_empty_pc,race_pc,religion_pc,sex_pc,attack_empty_attack,contempt_attack,dehumanizing_attack,exclusion_attack,inciting_violence_attack,inferiority_attack,mocking_attack,slurs_attack,caption
16,97628,img/97628.png,0,"is it ok for your son or daughter to call another man ""daddy?",train,16,7402,7260,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a baby in blue denim overalls is holding a persons hand
17,14238,img/14238.png,0,most religions are religions of peace,train,17,2195,7,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man with a long beard and crossed arms
18,28936,img/28936.png,0,when you find out there's an opening for the role of first lady,train,18,5284,8,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman sitting in a chair holding a microphone
19,59784,img/59784.png,0,if people reject me because i stand on the truth then i have no problem walking alone,train,19,5308,5150,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man walking down a city street at night
20,2146,img/02146.png,0,from the bottom of my heart i would like to sincerely apologize..... for being white,train,20,2258,2136,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of colorful birds perched on a branch
21,70146,img/70146.png,0,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border",train,21,6,6587,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,an image of a dog wearing a blue jacket
22,28061,img/28061.png,0,just because they do this dosen't mean they'll do this,train,22,7219,9,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man standing on a tree in front of a building
23,97180,img/97180.png,1,if there is no race it can't be homicide,train,23,7,5622,['race'],['dehumanizing'],['race'],"['dehumanizing', 'inciting_violence']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,two men fixing a shirt on the ground
24,49752,img/49752.png,0,here's to all my friends who never post about politics or religion,train,24,6451,10,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and tie holding a glass of beer
25,25610,img/25610.png,0,enjoying a day at the beach,train,25,5047,11,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a blue bikini standing on the beach
26,15872,img/15872.png,1,when you come home from a long day of suicide bombinb and your wife gives you this look,train,26,8,12,['race'],['dehumanizing'],"['race', 'religion']",['dehumanizing'],0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,a woman wearing a green shirt and a tie looking at the camera
27,72640,img/72640.png,0,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.",train,27,3697,3583,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two men in suits hugging and embracing each other
28,64318,img/64318.png,0,when they take too long to blow out the candle,train,28,3258,13,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman blowing out candles on a birthday cake
29,17956,img/17956.png,0,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,train,29,5907,5737,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a photo of an older man wearing a suit and tie
30,93547,img/93547.png,1,d.j. osama spin laden droppin' beats like the twin towers,train,30,4538,4389,"['religion', 'nationality']",['dehumanizing'],"['nationality', 'religion']","['dehumanizing', 'inciting_violence']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,a woman standing behind a dj mixer in a room with dj equipment
31,10743,img/10743.png,0,move to new york they said it'll be fun they said,train,31,6128,14,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman shoveling snow from a car
32,37091,img/37091.png,0,my sandwich-maker is very slow today,train,32,6827,6666,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man chopping vegetables in a kitchen with a knife
33,25719,img/25719.png,0,when you accidentally fall in the toilet,train,33,5005,15,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a black coat and hat standing in a parking lot
34,76825,img/76825.png,0,two woman walking home together after a nice day out together,train,34,3765,16,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of women walking down a street holding shopping bags
35,72598,img/72598.png,0,texas churches be like... pew pew pew,train,35,9,4183,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman holding a gun at a party
36,43078,img/43078.png,0,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,train,36,4318,17,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man reading a book
37,51846,img/51846.png,0,doesn't wear tampons because she trips over the string,train,37,10,4975,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a ball of yarn with cats on top of it
38,1569,img/01569.png,0,when you can't decide to pre heat the oven or just throw the meal in right away,train,38,11,6247,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman cooking with her friend in the kitchen
39,95812,img/95812.png,0,happy shot in the face day 5-2-2011,train,39,2969,18,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man with a beard and a white turban
40,6418,img/06418.png,0,1 bomb every minute,train,40,12,6662,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a person is cutting wires on a red bag
41,53976,img/53976.png,0,black power comes with a lot of responsibility,train,41,2777,19,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and tie sitting in a chair
42,70193,img/70193.png,0,that chiken is so black no one is going to eat it,train,42,3097,20,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man talking into a microphone to a man wearing a hat
43,60427,img/60427.png,0,i hope both teams lose,train,43,5139,4984,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a brown and white cat laying on a red bed
44,78395,img/78395.png,0,say the damn pronouns,train,44,3855,3736,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man standing next to a young boy with a sword
45,4876,img/04876.png,0,goin,train,45,2644,21,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a metal swing bracket with a rope hanging from it
46,92075,img/92075.png,0,we need problem solvers not racist and religious bigots in office,train,46,4080,22,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a black headscarf speaking at a podium with her mouth open
47,86354,img/86354.png,0,officer down,train,47,13,2380,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a logo with a lightning bolt
48,74386,img/74386.png,1,we said we would never forget why are you voting them into our government?,train,48,14,2666,['religion'],['dehumanizing'],['religion'],"['dehumanizing', 'exclusion']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,an illustration of a red circle with two buildings spewing smoke
49,59613,img/59613.png,1,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,train,49,15,3565,"['sex', 'disability']",['slurs'],"['disability', 'sex']","['inferiority', 'slurs']",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,a man in a suit holding a microphone
50,10263,img/10263.png,0,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",train,50,5766,5611,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a man in a suit and tie with a microphone
51,48279,img/48279.png,0,nice watch must have cost an arm and a leg,train,51,16,7167,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a gold and silver watch sitting on top of a table
52,52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,train,52,5248,5090,['race'],['dehumanizing'],['race'],['dehumanizing'],0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,a man riding a horse on the back of a white horse
53,58371,img/58371.png,0,when you suck at photoshop,train,53,4193,23,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two women holding a small dog
54,27401,img/27401.png,0,for the last time.. i'm not michelle obama,train,54,17,1792,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a bride and groom walking down the aisle at a wedding
55,89574,img/89574.png,0,i'm cute,train,55,4280,4150,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman with a blue shirt and a cap on her head
56,25473,img/25473.png,0,and then i told them you're going on a fun camping trip,train,56,18,2623,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a mother and child sitting on a slide with a baby
57,47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",train,57,2553,2429,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two pictures of a man and a woman and an american flag
58,8295,img/08295.png,0,please consider donating water to children in need,train,58,3333,24,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a young boy drinking water from a stream
59,2497,img/02497.png,0,you're a wizard motherfucker,train,59,6907,6751,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man wearing a hat and a leather jacket
60,90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals",train,60,6766,6598,['nationality'],['dehumanizing'],"['nationality', 'race']","['inferiority', 'dehumanizing']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,a group of people sitting around a table at a christmas party
61,69357,img/69357.png,0,hey look at me! i'm a serial pedofile,train,61,19,25,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man with glasses and a yellow hat smiling
62,54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,train,62,5094,4941,['race'],"['inciting_violence', 'dehumanizing']",['race'],"['dehumanizing', 'inciting_violence']",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,a police officer walking a dog on a yellow leash
63,15320,img/15320.png,0,obama working to legalize medical cannabis for all of the usa,train,63,2043,1922,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a man holding a card and a picture of a person holding a
64,63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,train,64,3835,3720,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a comparison of a tattoo on the leg and a tattoo on the thigh
65,20619,img/20619.png,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,train,65,2428,2305,['sex'],"['inciting_violence', 'slurs']",['sex'],"['slurs', 'inciting_violence']",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,a man driving a car in a rear view mirror
66,82457,img/82457.png,0,ring ring hello? i've been waiting for your call all damn day!!!,train,66,6185,6014,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a boy and a girl talking on a cell phone
67,81059,img/81059.png,0,i like my refugees like this '' '' '',train,67,20,1648,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a family with a child sitting in a wheelchair
68,42137,img/42137.png,0,when you get hungry you can either think about it or..,train,68,5205,26,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a mannequin head and a pile of raisins
69,74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,train,69,21,3270,['religion'],['mocking'],['religion'],"['mocking', 'inciting_violence']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,a man sitting at a table in front of a pepperoni pizza
70,40832,img/40832.png,0,taking photo with a mosque,train,70,5653,5497,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman standing in front of a mosque holding a glass of wine
71,46127,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?""",train,71,22,3586,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,the outside of a house with a grill and a window
72,87594,img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",train,72,23,7023,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a ball of truffles on a white background with a measuring tape
73,12548,img/12548.png,0,running chocolate,train,73,24,3568,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a view of a person working on a laptop computer in a factory
74,12894,img/12894.png,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",train,74,2530,2405,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a screenshot of a movie frame with a man in a blue sweater and the words
75,2476,img/02476.png,0,im never doing a garden again!,train,75,2176,27,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman working in a field of crops
76,6937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",train,76,2209,2088,['religion'],['dehumanizing'],['religion'],"['dehumanizing', 'contempt']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,a group of people on a beach with a man standing in the middle of them
77,5762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger",train,77,2265,2141,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a black and white photo of a woman with long hair
78,40259,img/40259.png,0,masturbation it's not just for men,train,78,6327,6160,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a bikini laying on a bed
79,85072,img/85072.png,0,what is this sleep of which you speak?,train,79,3806,3697,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a man with a serious look on his face
80,46537,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",train,80,2978,2850,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a purple shirt and blue earrings and a collage of graphs
81,56432,img/56432.png,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,train,81,4862,28,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man wearing sunglasses and a red shirt and a black jacket
82,39805,img/39805.png,0,look both ways before you cross the street,train,82,4653,4500,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of people running through a field
83,29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,train,83,25,3598,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a hand with a index finger touching a thumb with a graph of
84,36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",train,84,4817,4659,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a sandwich on a cutting board
85,60147,img/60147.png,0,meditation before going to school,train,85,5080,29,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a hijab laying on a bed with her hands on her head
86,90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,train,86,26,30,"['religion', 'race']","['dehumanizing', 'inciting_violence']","['nationality', 'race', 'religion']","['dehumanizing', 'inciting_violence']",0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,a smiling man with a pink hat laughing in the woods
87,38612,img/38612.png,0,so there is this new implant that can actually fix stupid,train,87,27,31,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a bullet with a shadow
